2025-07-13 18:13:42 - INFO - Processing Exante CSV file: input/Exante/Bernard.csv
2025-07-13 18:13:42 - INFO - Detected encoding: utf-16
2025-07-13 18:13:42 - INFO - Successfully read 11372 rows from the file
2025-07-13 18:13:42 - INFO - Created output directory: input/Exante/Bernard
2025-07-13 18:13:42 - INFO - Saved trades data to input/Exante/Bernard/Trades.xlsx
2025-07-13 18:13:42 - INFO - Saved NAV data to input/Exante/Bernard/NAV.xlsx
2025-07-13 18:13:42 - INFO - Reading Exante data from input/Exante/Bernard/NAV.xlsx and input/Exante/Bernard/Trades.xlsx
2025-07-13 18:13:42 - INFO - Read 1289 NAV records and 262 trade records
2025-07-13 18:13:42 - INFO - Filtered to 11 funding/withdrawal records
2025-07-13 18:13:42 - INFO - Processed data from 2022-01-01 00:00:00 to 2025-07-12 00:00:00
2025-07-13 18:13:42 - INFO - Calculating sub-period returns
2025-07-13 18:13:42 - INFO - Found 1289 unique dates for sub-period calculations
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-01 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-02 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-03 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-04 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-05 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-06 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-07 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-08 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-09 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-10 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-11 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-12 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-13 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-14 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-15 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-16 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-17 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-18 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-19 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-20 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-21 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-22 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-23 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-24 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-25 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-26 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-27 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-28 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-29 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-30 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-01-31 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-01 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-02 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-03 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-04 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-05 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-06 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-07 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-08 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-09 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-10 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-11 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-12 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-13 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-14 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-15 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-16 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-17 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-18 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-19 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-20 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-21 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-22 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-23 00:00:00
2025-07-13 18:13:42 - WARNING - Invalid starting NAV (0.0) for period 2022-02-24 00:00:00
